ActivityID,CustomerID,Type,StartTime,EndTime,Duration,StartCondition,StartLocation,EndCondition,Notes
1112,10,Sleep,2025-05-16 22:00:57,2025-05-17 01:00:54,179,,,,
1110,10,Diaper,2025-05-17 00:57:25,,,,,"Both, pee:Medium poo:Medium",
1111,10,Feed,2025-05-17 01:05:50,,,Formula,Bottle,85ml,
1114,10,Sleep,2025-05-17 01:28:02,2025-05-17 04:30:14,182,,,,
1113,10,Pump,2025-05-17 02:40:09,2025-05-17 02:55:09,15,60ml,,60ml,
1116,10,Feed,2025-05-17 04:35:51,,,Breast Milk,Bottle,120ml,
1115,10,Diaper,2025-05-17 04:50:21,,,,,"Both, pee:Medium poo:Small",
1126,10,Sleep,2025-05-17 05:00:42,2025-05-17 07:45:43,165,,,,
1117,10,Pump,2025-05-17 07:33:33,2025-05-17 07:46:33,13,50ml,,68ml,
1119,10,Diaper,2025-05-17 07:42:56,,,,,"Both, pee:Big poo:Medium",
1118,10,Feed,2025-05-17 07:47:15,,,Breast Milk,Bottle,118ml,
1120,10,Feed,2025-05-17 11:10:21,,,Breast Milk,Bottle,110ml,
1121,10,Diaper,2025-05-17 11:57:22,,,,,"Both, pee:Medium poo:Small",
1125,10,Sleep,2025-05-17 12:00:32,2025-05-17 14:05:23,124,,,,
1122,10,Pump,2025-05-17 12:55:16,2025-05-17 13:08:16,13,50ml,,63ml,
1124,10,Feed,2025-05-17 14:15:58,,,Breast Milk,Bottle,110ml,
1123,10,Diaper,2025-05-17 14:39:51,,,,,pee:Big,
1127,10,Pump,2025-05-17 16:23:33,2025-05-17 16:38:33,15,30ml,,48ml,
1132,10,Pump,2025-05-17 17:20:03,2025-05-17 17:40:03,20,55ml,,55ml,
1129,10,Feed,2025-05-17 17:20:49,,,Breast Milk,Bottle,110ml,
1130,10,Diaper,2025-05-17 17:40:59,,,,,pee:Big,
1131,10,Diaper,2025-05-17 18:04:30,,,,,"Both, pee:Small poo:Big",
1133,10,Sleep,2025-05-17 18:40:22,2025-05-17 19:00:30,20,,,,
1134,10,Feed,2025-05-17 20:40:02,,,Breast Milk,Bottle,120ml,
1135,10,Pump,2025-05-17 20:40:41,2025-05-17 20:55:41,15,50ml,,52ml,
1136,10,Diaper,2025-05-17 21:20:23,,,,,"Both, pee:Medium poo:Medium",
1140,10,Sleep,2025-05-17 21:49:48,2025-05-18 01:50:32,240,,,,
1137,10,Pump,2025-05-18 00:50:19,2025-05-18 01:05:19,15,42ml,,60ml,
1138,10,Feed,2025-05-18 01:50:22,,,Breast Milk,Bottle,102,
1139,10,Diaper,2025-05-18 02:04:26,,,,,"Both, pee:Medium poo:Medium",
1143,10,Sleep,2025-05-18 02:10:59,2025-05-18 08:24:00,373,,,,
1142,10,Feed,2025-05-18 05:25:16,,,Breast Milk,Bottle,102ml,
1141,10,Pump,2025-05-18 05:27:38,2025-05-18 05:40:38,13,30ml,,48ml,
1145,10,Pump,2025-05-18 08:25:15,2025-05-18 08:45:15,20,55ml,,55ml,
1144,10,Feed,2025-05-18 08:25:58,,,Breast Milk,Bottle,110ml,
1146,10,Diaper,2025-05-18 08:50:38,,,,,pee:Medium,
1147,10,Sleep,2025-05-18 09:09:06,2025-05-18 09:37:23,28,,,,
1148,10,Sleep,2025-05-18 10:18:49,2025-05-18 10:48:36,29,,,,
1149,10,Diaper,2025-05-18 11:02:41,,,,,pee:Medium,
1150,10,Diaper,2025-05-18 11:50:04,,,,,"Both, pee:Medium poo:Small",
1151,10,Feed,2025-05-18 11:54:26,,,Formula,Bottle,115ml,
1152,10,Diaper,2025-05-18 12:25:43,,,,,"Both, pee:Medium poo:Medium",
1154,10,Sleep,2025-05-18 12:34:58,2025-05-18 15:15:57,160,,,,
1153,10,Pump,2025-05-18 13:08:52,2025-05-18 13:21:52,13,60ml,,60ml,
1155,10,Feed,2025-05-18 15:16:07,,,Breast Milk,Bottle,115ml,
1156,10,Diaper,2025-05-18 15:36:48,,,,,"Both, pee:Medium poo:Big",
1158,10,Diaper,2025-05-18 16:40:39,,,,,pee:Medium,
1157,10,Pump,2025-05-18 16:50:35,2025-05-18 17:02:35,12,45ml,,65ml,
1160,10,Feed,2025-05-18 18:35:20,,,Breast Milk,Bottle,110ml,
1159,10,Diaper,2025-05-18 19:24:05,,,,,"Both, pee:Medium poo:Small",
1162,10,Sleep,2025-05-18 20:45:23,2025-05-18 21:35:55,50,,,,
1161,10,Pump,2025-05-18 21:10:57,2025-05-18 21:25:57,15,40ml,,50ml,
1163,10,Feed,2025-05-18 21:40:12,,,Formula,Bottle,120ml,
1165,10,Sleep,2025-05-18 22:15:43,2025-05-19 01:49:04,213,,,,
1164,10,Pump,2025-05-19 01:25:17,2025-05-19 01:40:17,15,55ml,,75ml,
1166,10,Feed,2025-05-19 01:49:10,,,Breast Milk,Bottle,120ml,
1167,10,Diaper,2025-05-19 02:09:32,,,,,"Both, pee:Medium poo:Small",
1169,10,Sleep,2025-05-19 02:24:33,2025-05-19 06:05:51,221,,,,
1170,10,Pump,2025-05-19 06:00:02,2025-05-19 06:15:02,15,35ml,,70ml,
1171,10,Feed,2025-05-19 06:30:09,,,Breast Milk,Bottle,112ml,
1173,10,Sleep,2025-05-19 08:30:35,2025-05-19 09:40:22,69,,,,
1174,10,Feed,2025-05-19 09:47:24,,,Breast Milk,Bottle,110ml,
1175,10,Pump,2025-05-19 09:47:44,2025-05-19 10:07:44,20,55ml,,55ml,
1176,10,Diaper,2025-05-19 10:40:43,,,,,"Both, pee:Big poo:Small",
1177,10,Sleep,2025-05-19 11:07:05,2025-05-19 13:38:31,151,,,,
1178,10,Feed,2025-05-19 13:35:37,,,Formula,Bottle,120ml,
1179,10,Pump,2025-05-19 13:55:35,2025-05-19 14:07:35,12,60ml,,90ml,
1180,10,Sleep,2025-05-19 14:00:29,2025-05-19 16:03:30,123,,,,
1181,10,Diaper,2025-05-19 16:08:22,,,,,pee:Big,
1182,10,Diaper,2025-05-19 17:01:45,,,,,"Both, pee:Medium poo:Medium",
1183,10,Feed,2025-05-19 17:03:13,,,Breast Milk,Bottle,110ml,
1186,10,Sleep,2025-05-19 18:16:15,2025-05-19 18:35:01,18,,,,
1185,10,Pump,2025-05-19 18:40:23,2025-05-19 18:50:23,10,40ml,,60ml,
1187,10,Diaper,2025-05-19 19:20:40,,,,,pee:Small,
1184,10,Feed,2025-05-19 19:32:26,,,Breast Milk,Bottle,100,
1188,10,Sleep,2025-05-19 20:00:13,2025-05-19 20:51:35,51,,,,
1189,10,Diaper,2025-05-19 20:52:30,,,,,pee:Small,
1193,10,Sleep,2025-05-19 22:00:42,2025-05-20 00:40:49,160,,,,
1190,10,Pump,2025-05-19 22:15:48,2025-05-19 22:25:48,10,25ml,,30ml,
1192,10,Feed,2025-05-20 00:40:14,,,Formula,Bottle,130ml,
1191,10,Diaper,2025-05-20 00:58:09,,,,,pee:Small,
1195,10,Sleep,2025-05-20 01:05:16,2025-05-20 04:25:49,200,,,,
1194,10,Pump,2025-05-20 02:18:44,2025-05-20 02:33:44,15,43ml,,65ml,
1196,10,Feed,2025-05-20 04:35:57,,,Breast Milk,Bottle,90,
1197,10,Diaper,2025-05-20 04:50:21,,,,,pee:Big,
1202,10,Sleep,2025-05-20 05:00:58,2025-05-20 07:05:07,124,,,,
1199,10,Pump,2025-05-20 07:07:03,2025-05-20 07:27:03,20,55ml,,55ml,
1198,10,Feed,2025-05-20 07:07:51,,,Breast Milk,Bottle,110ml,
1200,10,Diaper,2025-05-20 08:30:58,,,,,"Both, pee:medium poo:Medium",
1201,10,Diaper,2025-05-20 09:15:03,,,,,"Both, pee:Medium poo:Big",
1203,10,Sleep,2025-05-20 09:27:19,2025-05-20 10:28:01,60,,,,
1204,10,Feed,2025-05-20 10:30:31,,,Breast Milk,Bottle,110ml,
1205,10,Pump,2025-05-20 10:30:47,2025-05-20 10:50:47,20,55ml,,55ml,
1206,10,Sleep,2025-05-20 11:00:01,2025-05-20 13:08:40,128,,,,
1207,10,Sleep,2025-05-20 13:14:52,2025-05-20 13:37:18,22,,,,
1210,10,Feed,2025-05-20 13:37:28,,,Breast Milk,Bottle,110ml,
1211,10,Pump,2025-05-20 13:37:39,2025-05-20 13:57:39,20,55ml,,55ml,
1208,10,Diaper,2025-05-20 14:01:43,,,,,pee:Medium,
1209,10,Diaper,2025-05-20 15:01:07,,,,,"Both, pee:Medium poo:Big",
1212,10,Sleep,2025-05-20 15:20:50,2025-05-20 17:15:46,114,,,,
1213,10,Feed,2025-05-20 17:16:39,,,Breast Milk,Bottle,110ml,
1214,10,Pump,2025-05-20 17:16:54,2025-05-20 17:36:54,20,55ml,,55ml,
1216,10,Sleep,2025-05-20 18:37:27,2025-05-20 19:00:56,23,,,,
1215,10,Diaper,2025-05-20 20:17:18,,,,,pee:Big,
1217,10,Feed,2025-05-20 20:41:06,,,Formula,Bottle,140,
1218,10,Pump,2025-05-20 21:28:41,2025-05-20 21:40:41,12,50ml,,70ml,
1219,10,Sleep,2025-05-20 21:30:17,2025-05-21 00:38:19,188,,,,
1220,10,Feed,2025-05-21 00:38:50,,,Breast Milk,Bottle,120ml,
1221,10,Diaper,2025-05-21 00:59:19,,,,,pee:Medium,
1224,10,Sleep,2025-05-21 01:04:37,2025-05-21 05:41:58,277,,,,
1222,10,Pump,2025-05-21 01:18:32,2025-05-21 01:31:32,13,30ml,,40ml,
1223,10,Diaper,2025-05-21 05:41:49,,,,,pee:Medium,
1225,10,Feed,2025-05-21 05:55:52,,,Formula,Bottle,130ml,
1226,10,Pump,2025-05-21 06:27:22,2025-05-21 06:38:22,11,40ml,,58ml,
1227,10,Sleep,2025-05-21 06:30:52,2025-05-21 08:26:32,115,,,,
1228,10,Diaper,2025-05-21 08:30:56,,,,,pee:Medium,
1229,10,Feed,2025-05-21 08:57:50,,,Breast Milk,Bottle,120ml,
1230,10,Diaper,2025-05-21 09:30:50,,,,,"Both, pee:Medium poo:Big",
1232,10,Sleep,2025-05-21 10:17:27,2025-05-21 12:13:01,115,,,,
1231,10,Pump,2025-05-21 10:23:36,2025-05-21 10:33:36,10,40ml,,50ml,
1234,10,Diaper,2025-05-21 11:50:26,,,,,pee:Medium,
1233,10,Feed,2025-05-21 12:15:16,,,Breast Milk,Bottle,120ml,
1239,10,Sleep,2025-05-21 13:00:00,2025-05-21 15:37:20,157,,,,
1235,10,Feed,2025-05-21 15:37:04,,,Breast Milk,Bottle,120ml,
1236,10,Pump,2025-05-21 15:37:19,2025-05-21 15:57:19,20,60ml,,60ml,
1237,10,Diaper,2025-05-21 15:57:35,,,,,"Both, pee:Big poo:Big",
1238,10,Diaper,2025-05-21 16:15:30,,,,,"Both, pee:Small poo:Small",
1240,10,Sleep,2025-05-21 17:30:31,2025-05-21 19:30:59,120,,,,
1241,10,Feed,2025-05-21 19:30:07,,,Breast Milk,Bottle,120ml,
1242,10,Pump,2025-05-21 19:30:18,2025-05-21 19:50:18,20,60ml,,60ml,
1243,10,Diaper,2025-05-21 20:05:33,,,,,"Both, pee:Medium poo:Small",
1244,10,Diaper,2025-05-21 20:30:25,,,,,poo:Small,
1246,10,Sleep,2025-05-21 21:10:17,2025-05-21 23:43:34,153,,,,
1251,10,Pump,2025-05-21 23:03:00,2025-05-21 23:23:00,20,52ml,,98ml,
1248,10,Feed,2025-05-21 23:45:31,,,Formula,Bottle,140ml,
1247,10,Diaper,2025-05-21 23:59:08,,,,,"Both, pee:Medium poo:Medium",
1253,10,Sleep,2025-05-22 00:09:09,2025-05-22 05:16:41,307,,,,
1252,10,Pump,2025-05-22 04:38:24,2025-05-22 04:53:24,15,45ml,,55ml,
1255,10,Feed,2025-05-22 05:30:30,,,Breast Milk,Bottle,100ml,
1254,10,Diaper,2025-05-22 05:45:55,,,,,"Both, pee:Medium poo:Medium",
1270,10,Sleep,2025-05-22 06:00:23,2025-05-22 07:55:34,115,,,,
1257,10,Pump,2025-05-22 08:20:10,2025-05-22 08:40:10,20,60ml,,60ml,
1256,10,Feed,2025-05-22 08:20:53,,,Breast Milk,Bottle,120ml,
1258,10,Diaper,2025-05-22 08:45:33,,,,,pee:Big,
1259,10,Diaper,2025-05-22 11:07:58,,,,,"Both, pee:Medium poo:Big",
1261,10,Feed,2025-05-22 11:40:36,,,Breast Milk,Bottle,108ml,
1260,10,Diaper,2025-05-22 12:12:35,,,,,"Both, pee:Small poo:Small",
1262,10,Diaper,2025-05-22 12:27:18,,,,,poo:Medium,
1264,10,Sleep,2025-05-22 13:10:54,2025-05-22 15:34:36,143,,,,
1263,10,Pump,2025-05-22 13:20:51,2025-05-22 13:30:51,10,50ml,,60ml,
1265,10,Diaper,2025-05-22 15:39:01,,,,,"Both, pee:small poo:medium",
1266,10,Feed,2025-05-22 15:41:58,,,Breast Milk,Bottle,118ml,
1268,10,Sleep,2025-05-22 16:25:41,2025-05-22 17:00:05,34,,,,
1269,10,Diaper,2025-05-22 17:08:52,,,,,"Both, pee:Small poo:Medium",
1271,10,Pump,2025-05-22 17:58:19,2025-05-22 18:08:19,10,40ml,,55ml,
1272,10,Feed,2025-05-22 18:55:56,,,Breast Milk,Bottle,125ml,
1273,10,Sleep,2025-05-22 20:18:19,2025-05-22 21:50:06,91,,,,
1274,10,Diaper,2025-05-22 21:50:18,,,,,"Both, pee:Medium poo:Small",
1276,10,Pump,2025-05-22 21:56:39,2025-05-22 22:06:39,10,26ml,,40ml,
1275,10,Feed,2025-05-22 22:00:32,,,Formula,Bottle,135ml,
1279,10,Sleep,2025-05-22 22:11:51,2025-05-23 04:10:05,358,,,,
1277,10,Pump,2025-05-23 02:13:57,2025-05-23 02:28:57,15,45ml,,60ml,
1278,10,Feed,2025-05-23 04:16:49,,,Breast Milk,Bottle,120ml,
1280,10,Diaper,2025-05-23 04:36:18,,,,,pee:Medium,
1283,10,Sleep,2025-05-23 04:50:08,2025-05-23 07:15:17,145,,,,
1281,10,Pump,2025-05-23 07:08:41,2025-05-23 07:18:41,10,30ml,,40ml,
1282,10,Feed,2025-05-23 07:18:14,,,Breast Milk,Bottle,120ml,
1284,10,Diaper,2025-05-23 07:56:54,,,,,"Both, pee:Big poo:Medium",
1285,10,Diaper,2025-05-23 08:29:43,,,,,poo:Medium,
1286,10,Diaper,2025-05-23 10:25:43,,,,,"Both, pee:Medium poo:Small",
1288,10,Pump,2025-05-23 10:28:07,2025-05-23 10:48:07,20,60ml,,60ml,
1287,10,Feed,2025-05-23 10:28:53,,,Breast Milk,Bottle,120ml,
1289,10,Sleep,2025-05-23 10:55:43,2025-05-23 12:11:28,75,,,,
1290,10,Diaper,2025-05-23 12:17:14,,,,,"Both, pee:Small poo:Small",
1291,10,Sleep,2025-05-23 13:00:11,2025-05-23 14:57:21,117,,,,
1292,10,Feed,2025-05-23 15:00:30,,,Breast Milk,Bottle,120ml,
1293,10,Pump,2025-05-23 15:00:40,2025-05-23 15:20:40,20,60ml,,60ml,
1295,10,Diaper,2025-05-23 15:35:31,,,,,"Both, pee:Medium poo:Medium",
1294,10,Diaper,2025-05-23 16:00:20,,,,,poo:Small,
1296,10,Sleep,2025-05-23 17:14:32,2025-05-23 18:02:47,48,,,,
1298,10,Pump,2025-05-23 18:10:19,2025-05-23 18:30:19,20,60ml,,60ml,
1297,10,Feed,2025-05-23 18:10:59,,,Breast Milk,Bottle,120ml,
1299,10,Diaper,2025-05-23 19:00:18,,,,,"Both, pee:Medium poo:Small",
1300,10,Feed,2025-05-23 20:30:35,,,Formula,Bottle,130ml,
1301,10,Diaper,2025-05-23 20:55:28,,,,,"Both, pee:Big poo:Medium",
1304,10,Sleep,2025-05-23 21:14:16,2025-05-24 01:10:25,236,,,,
1302,10,Pump,2025-05-23 22:10:26,2025-05-23 22:25:26,15,50ml,,70ml,
1303,10,Feed,2025-05-24 01:15:29,,,Breast Milk,Bottle,120,
1305,10,Diaper,2025-05-24 01:44:19,,,,,pee:Big,
1308,10,Sleep,2025-05-24 01:56:03,2025-05-24 06:06:12,250,,,,
1306,10,Pump,2025-05-24 02:27:12,2025-05-24 02:39:12,12,33ml,,47ml,
1307,10,Feed,2025-05-24 06:21:21,,,Formula,Bottle,135ml,
1310,10,Pump,2025-05-24 06:30:55,2025-05-24 06:41:55,11,23ml,,33ml,
1309,10,Diaper,2025-05-24 06:41:03,,,,,"Both, pee:Big poo:Big",
1311,10,Sleep,2025-05-24 07:11:11,2025-05-24 08:13:16,62,,,,
1312,10,Diaper,2025-05-24 08:36:04,,,,,pee:Medium,
1313,10,Diaper,2025-05-24 09:11:15,,,,,"Both, pee:Medium poo:Medium",
1314,10,Feed,2025-05-24 10:24:05,,,Breast Milk,Bottle,125ml,
1316,10,Sleep,2025-05-24 11:14:32,2025-05-24 14:42:46,208,,,,
1317,10,Pump,2025-05-24 11:50:19,2025-05-24 12:05:19,15,40ml,,70ml,
1318,10,Feed,2025-05-24 14:47:14,,,Breast Milk,Bottle,120ml,
1319,10,Pump,2025-05-24 14:47:44,2025-05-24 15:07:44,20,60ml,,60ml,
1320,10,Diaper,2025-05-24 15:05:25,,,,,poo:Big,
1321,10,Sleep,2025-05-24 16:00:31,2025-05-24 17:35:54,95,,,,
1322,10,Feed,2025-05-24 18:05:01,,,Breast Milk,Bottle,100ml,
1323,10,Pump,2025-05-24 18:05:17,2025-05-24 18:15:17,10,50ml,,50ml,
1325,10,Sleep,2025-05-24 18:22:32,2025-05-24 20:50:26,147,,,,
1324,10,Diaper,2025-05-24 20:50:01,,,,,"Both, pee:Medium poo:Small",
1327,10,Feed,2025-05-24 21:05:50,,,Formula,Bottle,110ml,
1326,10,Diaper,2025-05-24 21:11:19,,,,,poo:Big,
1331,10,Sleep,2025-05-24 21:50:05,2025-05-25 00:25:50,155,,,,
1328,10,Pump,2025-05-24 21:52:31,2025-05-24 22:03:31,11,33ml,,57ml,
1329,10,Feed,2025-05-25 00:30:52,,,Formula,Bottle,135ml,
1330,10,Diaper,2025-05-25 00:49:27,,,,,"Both, pee:Medium poo:Medium",
1335,10,Sleep,2025-05-25 01:29:23,2025-05-25 05:36:31,247,,,,
1332,10,Pump,2025-05-25 02:44:48,2025-05-25 02:54:48,10,38ml,,60ml,
1334,10,Feed,2025-05-25 05:40:20,,,Breast Milk,Bottle,110ml,
1333,10,Diaper,2025-05-25 05:45:09,,,,,pee:Medium,
1336,10,Diaper,2025-05-25 06:25:16,,,,,poo:Medium,
1337,10,Diaper,2025-05-25 07:40:22,,,,,"Both, pee:Medium poo:Small",
1340,10,Sleep,2025-05-25 08:11:10,2025-05-25 09:23:53,72,,,,
1338,10,Pump,2025-05-25 09:24:13,2025-05-25 09:44:13,20,60ml,,60ml,
1339,10,Feed,2025-05-25 09:24:32,,,Breast Milk,Bottle,120ml,
1341,10,Diaper,2025-05-25 09:45:41,,,,,pee:Small,
1345,10,Sleep,2025-05-25 10:30:00,2025-05-25 12:30:08,120,,,,
1344,10,Pump,2025-05-25 12:30:55,2025-05-25 12:50:55,20,60ml,,60ml,
1342,10,Feed,2025-05-25 12:30:59,,,Breast Milk,Bottle,120ml,
1343,10,Diaper,2025-05-25 12:53:54,,,,,"Both, pee:Medium poo:Small",
1346,10,Diaper,2025-05-25 14:25:43,,,,,"Both, pee:Big poo:Small",
1348,10,Sleep,2025-05-25 15:00:06,2025-05-25 16:35:54,95,,,,
1347,10,Pump,2025-05-25 16:30:32,2025-05-25 16:40:32,10,40ml,,50ml,
1349,10,Feed,2025-05-25 16:45:51,,,Breast Milk,Bottle,135ml,
1350,10,Sleep,2025-05-25 17:00:26,2025-05-25 17:55:33,55,,,,
1351,10,Diaper,2025-05-25 19:12:19,,,,,"Both, pee:Medium poo:Medium",
1352,10,Feed,2025-05-25 20:05:41,,,Formula,Bottle,120ml,
1353,10,Diaper,2025-05-25 21:05:48,,,,,"Both, pee:Medium poo:Medium",
1354,10,Pump,2025-05-25 21:27:26,2025-05-25 21:37:26,10,24ml,,40ml,
1355,10,Sleep,2025-05-25 21:35:03,2025-05-26 00:05:56,150,,,,
1357,10,Feed,2025-05-26 00:10:20,,,Formula,Bottle,135ml,
1356,10,Diaper,2025-05-26 00:25:09,,,,,"Both, pee:Medium poo:Medium",
1361,10,Sleep,2025-05-26 00:36:20,2025-05-26 04:00:27,204,,,,
1358,10,Pump,2025-05-26 01:45:12,2025-05-26 01:55:12,10,25ml,,40ml,
1359,10,Feed,2025-05-26 04:00:45,,,Breast Milk,Bottle,75ml,
1360,10,Diaper,2025-05-26 04:00:59,,,,,"Both, pee:Small poo:Small",
1365,10,Sleep,2025-05-26 04:30:59,2025-05-26 06:55:19,144,,,,
1362,10,Feed,2025-05-26 07:00:08,,,Breast Milk,Bottle,120ml,
1363,10,Pump,2025-05-26 07:00:22,2025-05-26 07:20:22,20,60ml,,60ml,
1364,10,Diaper,2025-05-26 07:20:44,,,,,"Both, pee:Medium poo:Small",
1366,10,Sleep,2025-05-26 08:50:40,2025-05-26 10:15:57,85,,,,
1367,10,Feed,2025-05-26 10:15:24,,,Breast Milk,Bottle,120ml,
1368,10,Pump,2025-05-26 10:15:47,2025-05-26 10:35:47,20,60ml,,60ml,
1369,10,Sleep,2025-05-26 10:45:54,2025-05-26 12:57:52,131,,,,
1370,10,Diaper,2025-05-26 13:15:37,,,,,"Both, pee:Big poo:Medium",
1371,10,Feed,2025-05-26 13:22:05,,,Breast Milk,Bottle,120ml,
1372,10,Pump,2025-05-26 13:22:16,2025-05-26 13:42:16,20,60ml,,60ml,
1373,10,Sleep,2025-05-26 15:20:32,2025-05-26 17:00:30,99,,,,
1374,10,Feed,2025-05-26 17:00:37,,,Breast Milk,Bottle,120ml,
1375,10,Pump,2025-05-26 17:00:53,2025-05-26 17:20:53,20,60ml,,60ml,
1376,10,Diaper,2025-05-26 17:33:05,,,,,"Both, pee:Big poo:Small",
1377,10,Sleep,2025-05-26 17:50:42,2025-05-26 19:34:14,103,,,,
1378,10,Diaper,2025-05-26 19:34:25,,,,,"Both, pee:Medium poo:Small",
1379,10,Feed,2025-05-26 19:54:18,,,Formula,Bottle,135ml,
1380,10,Diaper,2025-05-26 20:23:42,,,,,"Both, pee:Small poo:Small",
1381,10,Diaper,2025-05-26 20:38:38,,,,,"Both, pee:Medium poo:Medium",
1385,10,Sleep,2025-05-26 21:15:13,2025-05-26 23:30:40,135,,,,
1382,10,Pump,2025-05-26 21:25:50,2025-05-26 21:40:50,15,35ml,,55ml,
1383,10,Feed,2025-05-26 23:38:22,,,Formula,Bottle,135ml,
1384,10,Diaper,2025-05-26 23:48:33,,,,,pee:medium,
1387,10,Sleep,2025-05-27 00:15:35,2025-05-27 03:25:28,189,,,,
1386,10,Pump,2025-05-27 01:46:27,2025-05-27 02:01:27,15,35ml,,63ml,
1388,10,Feed,2025-05-27 03:30:10,,,Breast Milk,Bottle,80ml,
1389,10,Diaper,2025-05-27 03:40:23,,,,,pee:Medium,
1390,10,Sleep,2025-05-27 04:00:25,2025-05-27 07:07:01,186,,,,
1391,10,Feed,2025-05-27 07:08:03,,,Breast Milk,Bottle,120ml,
1392,10,Pump,2025-05-27 07:08:12,2025-05-27 07:28:12,20,60ml,,60ml,
1393,10,Diaper,2025-05-27 07:30:18,,,,,pee:Medium,
1394,10,Diaper,2025-05-27 07:50:19,,,,,poo:Medium,
1395,10,Sleep,2025-05-27 08:47:58,2025-05-27 10:40:25,112,,,,
1397,10,Pump,2025-05-27 10:43:00,2025-05-27 11:03:00,20,60ml,,60ml,
1396,10,Feed,2025-05-27 10:43:42,,,Breast Milk,Bottle,120ml,
1398,10,Diaper,2025-05-27 11:00:24,,,,,"Both, pee:Big poo:Small",
1399,10,Sleep,2025-05-27 11:46:53,2025-05-27 12:48:45,61,,,,
1400,10,Diaper,2025-05-27 13:08:29,,,,,"Both, pee:Small poo:Small",
1402,10,Feed,2025-05-27 13:20:13,,,Breast Milk,Bottle,60ml,
1401,10,Diaper,2025-05-27 13:35:59,,,,,"Both, pee:Small poo:Big",
1405,10,Pump,2025-05-27 14:05:02,2025-05-27 14:20:02,15,50ml,,50ml,
1403,10,Feed,2025-05-27 14:05:05,,,Breast Milk,Bottle,100ml,
1404,10,Diaper,2025-05-27 14:37:23,,,,,"Both, pee:Medium poo:Medium",
1407,10,Sleep,2025-05-27 15:43:10,2025-05-27 16:06:51,23,,,,
1408,10,Diaper,2025-05-27 16:17:25,,,,,pee:Medium,
1409,10,Sleep,2025-05-27 16:30:30,2025-05-27 17:10:43,40,,,,
1406,10,Feed,2025-05-27 17:16:17,,,Formula,Bottle,120ml,
1411,10,Pump,2025-05-27 18:46:56,2025-05-27 19:01:56,15,43ml,,80ml,
1415,10,Sleep,2025-05-27 19:30:18,2025-05-27 21:00:56,90,,,,
1413,10,Diaper,2025-05-27 19:50:58,,,,,pee:Medium,
1412,10,Feed,2025-05-27 21:05:50,,,Breast Milk,Bottle,123,
1414,10,Diaper,2025-05-27 22:02:45,,,,,pee:Medium,
1417,10,Sleep,2025-05-27 22:15:07,2025-05-28 00:45:46,150,,,,
1416,10,Pump,2025-05-27 22:46:06,2025-05-27 22:57:06,11,35ml,,45ml,
1418,10,Feed,2025-05-28 00:50:27,,,Formula,Bottle,120ml,
1419,10,Diaper,2025-05-28 01:09:38,,,,,poo:Medium,
1421,10,Sleep,2025-05-28 01:20:20,2025-05-28 04:30:48,190,,,,
1420,10,Pump,2025-05-28 02:56:06,2025-05-28 03:07:06,11,25ml,,40ml,
1422,10,Diaper,2025-05-28 04:42:07,,,,,"Both, pee:Medium poo:Small",
1423,10,Feed,2025-05-28 05:00:15,,,Breast Milk,Bottle,115ml,
1425,10,Sleep,2025-05-28 05:15:26,2025-05-28 08:10:21,174,,,,
1424,10,Pump,2025-05-28 07:40:56,2025-05-28 07:52:56,12,38ml,,77ml,
1426,10,Feed,2025-05-28 08:12:22,,,Breast Milk,Bottle,115ml,
1427,10,Diaper,2025-05-28 08:25:37,,,,,pee:Big,
1428,10,Diaper,2025-05-28 08:45:49,,,,,poo:Medium,
1432,10,Sleep,2025-05-28 10:30:26,2025-05-28 11:17:11,46,,,,
1431,10,Diaper,2025-05-28 11:15:02,,,,,pee:Big,
1430,10,Feed,2025-05-28 11:23:08,,,Breast Milk,Bottle,120ml,
1429,10,Pump,2025-05-28 11:23:43,2025-05-28 11:43:43,20,60ml,,60ml,
1434,10,Sleep,2025-05-28 11:47:18,2025-05-28 14:30:24,163,,,,
1433,10,Diaper,2025-05-28 15:11:42,,,,,"Both, pee:Medium poo:Medium",
1435,10,Feed,2025-05-28 15:15:36,,,Formula,Bottle,125ml,
1436,10,Diaper,2025-05-28 15:41:50,,,,,poo:Big,
1437,10,Pump,2025-05-28 16:30:13,2025-05-28 16:40:13,10,42ml,,62ml,
1439,10,Diaper,2025-05-28 18:00:37,,,,,pee:Medium,
1438,10,Feed,2025-05-28 18:03:54,,,Breast Milk,Bottle,65ml,
1440,10,Diaper,2025-05-28 18:50:12,,,,,"Both, pee:Medium poo:Medium",
1441,10,Feed,2025-05-28 19:45:52,,,Breast Milk,Bottle,60ml,
1445,10,Sleep,2025-05-28 20:23:41,2025-05-28 22:40:08,136,,,,
1442,10,Pump,2025-05-28 20:57:40,2025-05-28 21:12:40,15,45ml,,75ml,
1443,10,Feed,2025-05-28 22:50:51,,,Breast Milk,Bottle,120ml,
1444,10,Diaper,2025-05-28 23:05:59,,,,,pee:Medium,
1447,10,Sleep,2025-05-28 23:25:44,2025-05-29 03:40:05,254,,,,
1446,10,Pump,2025-05-29 01:25:18,2025-05-29 01:40:18,15,40ml,,50ml,
1448,10,Feed,2025-05-29 03:55:53,,,Breast Milk,Bottle,135ml,
1449,10,Diaper,2025-05-29 04:10:06,,,,,pee:Medium,
1450,10,Sleep,2025-05-29 04:30:36,2025-05-29 07:32:40,182,,,,
